Ref_ID,ETL_stack_sequence,ETL_thickness,ETL_deposition_procedure
9143,TiO2-c | TiO2-mp,40.0 | nan,Spin-coating | Spin-coating
9144,TiO2-c | TiO2-mp,40.0 | nan,Spin-coating | Spin-coating
9145,TiO2-c | TiO2-mp,40.0 | nan,Spin-coating | Spin-coating
9146,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9147,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9148,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9149,TiO2-c,,Spin-coating
9150,TiO2-c,,Spin-coating
9151,TiO2-c,,Spin-coating
9152,TiO2-c | TiO2-mp,,Spray-pyrolys | Screen printing
9153,TiO2-c | TiO2-mp,,Spray-pyrolys | Screen printing
9154,TiO2-c | TiO2-mp,nan | 2000.0,Spray-pyrolys | Screen printing
9155,TiO2-c | TiO2-mp | Sb2S3,nan | 2000.0 | nan,Spray-pyrolys | Screen printing | CBD
9156,PCBM-60 | PFN; ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9157,PCBM-60 | PFN; ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9158,PCBM-60 | PFN,50.0 | nan,Spin-coating | Spin-coating
9159,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9160,PCBM-60 | ZnO-np,65.0 | 150.0,Spin-coating | Spin-coating
9161,PCBM-60,50,Spin-coating
9162,PCBM-60 | PFN,50.0 | 1.6,Spin-coating | Spin-coating
9163,PCBM-60 | PFN,50.0 | 3.8,Spin-coating | Spin-coating
9164,PCBM-60 | PFN,50.0 | 13.6,Spin-coating | Spin-coating
9165,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9166,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9167,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9168,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9169,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9170,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9171,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9172,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9173,PCBM-60 | ZnO-np,50.0 | 150.0,Spin-coating | Spin-coating
9174,none,,Unknown
9175,ZnO-np,,Spin-coating
9176,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9177,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9178,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9179,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9180,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9181,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9182,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9183,TiO2-c | TiO2-mp,nan | 350.0,Spray-pyrolys | Spin-coating
9184,TiO2-c,80,Spin-coating
9185,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9186,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9187,C60 | BCP,20.0 | 8.0,Evaporation | Evaporation
9188,PCBM-60 | BCP,nan | 8.0,Spin-coating | Evaporation
9189,ICPA | BCP,nan | 8.0,Spin-coating | Evaporation
9190,PS | C60 | BCP,nan | 20.0 | 8.0,Spin-coating | Evaporation | Evaporation
9191,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9192,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9193,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9194,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9195,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9196,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9197,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9198,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9199,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9200,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9201,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9202,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9203,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9204,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9205,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9206,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9207,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9208,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9209,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9210,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9211,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9212,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9213,TiO2-c | TiO2-mp,80.0 | 500.0,Spin-coating | Spin-coating
9214,TiO2-c,,Spin-coating
9215,TiO2-c,,Spin-coating
9216,TiO2-c | TiO2-nw,,Spin-coating | Electrodeposition >> CBD
9217,TiO2-c | TiO2-nw,,Spin-coating | Electrodeposition >> CBD
9218,TiO2-c | TiO2-nw,,Spin-coating | Electrodeposition >> CBD
9219,TiO2-c | TiO2-nw,,Spin-coating | Electrodeposition >> CBD
9220,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9221,TiO2-c | TiO2-nw,,Spin-coating | Electrodeposition >> CBD
9222,TiO2-c | TiO2-nw,,Spin-coating | Electrodeposition >> CBD
9223,TiO2-c | TiO2-nw,,Spin-coating | Electrodeposition >> CBD
9224,TiO2-c,,Spin-coating
9225,TiO2-c,,Spin-coating
9226,TiO2-c,,Spin-coating
9227,TiO2-c,,CBD
9228,TiO2-c,,CBD
9229,TiO2-c,,CBD
9230,TiO2-c,,CBD
9231,TiO2-c,,Spin-coating
9232,TiO2-c,,Spin-coating
9233,TiO2-c,,Spin-coating
9234,TiO2-c,,Spin-coating
9235,TiO2-c,,Spin-coating
9236,TiO2-c,,Spin-coating
9237,TiO2-c,,Spin-coating
9238,TiO2-c,,Spin-coating
9239,TiO2-c,,Spin-coating
9240,TiO2-c | TiO2-mp,30.0 | 200.0,Spin-coating | Spin-coating
9241,TiO2-c | TiO2-mp | PhCOOH,30.0 | 200.0 | nan,Spin-coating | Spin-coating | Dipp-coating
9242,TiO2-c | TiO2-mp | PhCOOH,30.0 | 200.0 | nan,Spin-coating | Spin-coating | Dipp-coating
9243,TiO2-c | TiO2-mp | PhCOOH,30.0 | 200.0 | nan,Spin-coating | Spin-coating | Dipp-coating
9244,TiO2-c | TiO2-mp | PhCOOH,30.0 | 200.0 | nan,Spin-coating | Spin-coating | Dipp-coating
9245,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9246,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9247,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9248,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9249,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9250,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9251,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9252,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9253,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9254,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9255,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9256,SnO2-np,,Spin-coating
9257,SnO2-np,,Spin-coating
9258,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9259,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9260,SnO2-np,,Spin-coating
9261,SnO2-np,,Spin-coating
9262,SnO2-np,40,Spin-coating
9263,TiO2-c | TiO2-mp,30.0 | 200.0,Spray-pyrolys | Spin-coating
9264,TiO2-c | TiO2-mp,30.0 | 200.0,Spray-pyrolys | Spin-coating
9265,TiO2-c | TiO2-mp,30.0 | 200.0,Spray-pyrolys | Spin-coating
9266,TiO2-c | TiO2-mp,30.0 | 200.0,Spray-pyrolys | Spin-coating
9267,TiO2-c | TiO2-mp,30.0 | 200.0,Spray-pyrolys | Spin-coating
9268,TiO2-c | TiO2-mp | Al2O3-c,,Spin-coating | Spin-coating | CBD
9269,TiO2-c | TiO2-mp | Al2O3-c,,Spin-coating | Spin-coating | CBD
9270,TiO2-c | TiO2-mp | Al2O3-c,,Spin-coating | Spin-coating | CBD
9271,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9272,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9273,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9274,PCBM-60 | C60 | BCP,nan | 30.0 | 8.0,Spin-coating | Evaporation | Evaporation
9275,PCBM-60 | C60 | BCP,nan | 30.0 | 8.0,Spin-coating | Evaporation | Evaporation
9276,TiO2-c,100,Spin-coating
9277,TiO2-c,100,Spin-coating
9278,TiO2-c,100,Spin-coating
9279,TiO2-c,100,Spin-coating
9280,TiO2-c,100,Spin-coating
9281,TiO2-c,100,Spin-coating
9282,TiO2-c,100,Spin-coating
9283,TiO2-c,100,Spin-coating
9284,TiO2-c,100,Spin-coating
9285,TiO2-c,100,Spin-coating
9286,PCBM-60,,Spin-coating
9287,PCBM-60,,Spin-coating
9288,PCBM-60,,Spin-coating
9289,TiO2-c,45,Pulsed laser deposition
9290,TiO2-c,45,Pulsed laser deposition
9291,TiO2-c,45,Pulsed laser deposition
9292,TiO2-c,45,Pulsed laser deposition
9293,TiO2-c,45,Pulsed laser deposition
9294,TiO2-c,45,Pulsed laser deposition
9295,TiO2-c,45,Pulsed laser deposition
9296,TiO2-c,45,Pulsed laser deposition
9297,TiO2-c,45,Pulsed laser deposition
9298,ZnO-c,,Sputtering
9299,ZnO-c,,Sputtering
9300,ZnO-c,,Sputtering
9301,ZnO-c,,Sputtering
9302,ZnO-c,,Sputtering
9303,ZnO-c,,Sputtering
9304,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9305,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9306,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9307,TiO2-c,,CBD
9308,TiO2-c,,CBD
9309,TiO2-c,,CBD
9310,TiO2-c,,CBD
9311,TiO2-c | TiO2-mp,40.0 | 150.0,Spray-pyrolys | Spin-coating
9312,TiO2-c | TiO2-mp,40.0 | 150.0,Spray-pyrolys | Spin-coating
9313,TiO2-c | TiO2-mp,40.0 | 150.0,Spray-pyrolys | Spin-coating
9314,TiO2-c | TiO2-mp,40.0 | 150.0,Spray-pyrolys | Spin-coating
9315,TiO2-c | TiO2-mp,40.0 | 150.0,Spray-pyrolys | Spin-coating
9316,TiO2-c | TiO2-mp,40.0 | 150.0,Spray-pyrolys | Spin-coating
9317,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9318,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9319,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9320,SnO2-np,,Spin-coating
9321,SnO2-np,,Spin-coating
9322,SnO2-np,,Spin-coating
9323,SnO2-np,,Spin-coating
9324,SnO2-np,,Spin-coating
9325,SnO2-np,,Spin-coating
9326,SnO2-np,,Spin-coating
9327,SnO2-np,,Spin-coating
9328,SnO2-np,,Spin-coating
9329,PCBM-60 | BCP,,Spin-coating | Spin-coating
9330,PCBM-60 | BCP,,Spin-coating | Spin-coating
9331,PCBM-60 | BCP,,Spin-coating | Spin-coating
9332,PCBM-60 | BCP,,Spin-coating | Spin-coating
9333,PCBM-60 | BCP,,Spin-coating | Spin-coating
9334,TiO2-c,,Spin-coating
9335,TiO2-c,,Spin-coating
9336,TiO2-c | TiO2-mp,nan | 200.0,Spray-pyrolys | Spin-coating
9337,TiO2-c | TiO2-mp,nan | 200.0,Spray-pyrolys | Spin-coating
9338,TiO2-c | TiO2-mp,nan | 200.0,Spray-pyrolys | Spin-coating
9339,TiO2-c | TiO2-mp,nan | 200.0,Spray-pyrolys | Spin-coating
9340,C60 | BCP,40.0 | 6.0,Evaporation | Evaporation
9341,PDI-T | C60 | BCP,nan | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9342,PDI-T | C60 | BCP,12.7 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9343,PDI-T | C60 | BCP,8.3 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9344,PDI-T | C60 | BCP,5.6 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9345,PDI-T | C60 | BCP,3.2 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9346,PDI-T | C60 | BCP,1.6 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9347,PDI-V | C60 | BCP,nan | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9348,PDI-V | C60 | BCP,13.3 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9349,PDI-V | C60 | BCP,8.9 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9350,PDI-V | C60 | BCP,5.8 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9351,PDI-V | C60 | BCP,3.0 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9352,PDI-V | C60 | BCP,1.7 | 40.0 | 6.0,Spin-coating | Evaporation | Evaporation
9353,PCBM-60 | ZnO-np,,Spin-coating | Spin-coating
9354,PCBM-60 | ZnO-np,,Spin-coating | Spin-coating
9355,TiO2-c | TiO2-mp | PbS-QDs,,Spin-coating | Spin-coating | Spin-coating
9356,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9357,TiO2-c | TiO2-mp | PbS-QDs,,Spin-coating | Spin-coating | Spin-coating
9358,TiO2-c | TiO2-mp | PbS-QDs,,Spin-coating | Spin-coating | Spin-coating
9359,TiO2-c | TiO2-mp | PbS-QDs,,Spin-coating | Spin-coating | Spin-coating
9360,PCBM-60,30,Spin-coating
9361,PCBM-60,30,Spin-coating
9362,PCBM-60,30,Spin-coating
9363,PCBM-60,30,Spin-coating
9364,PCBM-60,30,Spin-coating
9365,PCBM-60 | PEIE,40.0 | nan,Spin-coating | Spin-coating
9366,PCBM-60 | PEIE,40.0 | nan,Spin-coating | Spin-coating
9367,SnO2-np,,Spin-coating
9368,SnO2-np,,Spin-coating
9369,SnO2-np,,Spin-coating
9370,SnO2-np,,Spin-coating
9371,SnO2-np,,Spin-coating
9372,SnO2-c | TiO2-c | TiO2-mp,30.0 | nan | 150.0,Sputtering | Spray-pyrolys | Spin-coating
9373,SnO2-c | TiO2-c | TiO2-mp,30.0 | nan | 150.0,Sputtering | Spray-pyrolys | Spin-coating
9374,SnO2-c | TiO2-c | TiO2-mp,30.0 | nan | 150.0,Sputtering | Spray-pyrolys | Spin-coating
9375,SnO2-np,,Spin-coating
9376,SnO2-np,,Spin-coating
9377,SnO2-np,,Spin-coating
9378,SnO2-np,,Spin-coating
9379,SnO2-np,,Spin-coating
9380,TiO2-c,,Spin-coating
9381,TiO2-c,,Spin-coating
9382,C60 | BCP,30.0 | 5.0,Evaporation | Evaporation
9383,C60 | BCP,30.0 | 5.0,Evaporation | Evaporation
9384,C60 | BCP,30.0 | 5.0,Evaporation | Evaporation
9385,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9386,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9387,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9388,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9389,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9390,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9391,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9392,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9393,TiO2-c | TiO2-mp,50.0 | nan,Spray-pyrolys | Spin-coating
9394,TiO2-c,200,Spray-pyrolys
9395,TiO2-c,200,Spray-pyrolys
9396,TiO2-c,200,Spray-pyrolys
9397,SnO2-np,,Spin-coating
9398,SnO2-np,,Spin-coating
9399,SnO2-np,,Spin-coating
9400,SnO2-np,,Spin-coating
9401,SnO2-np,,Spin-coating
9402,TiO2-c,,CBD
9403,TiO2-c | TiO2-mp,40.0 | 200.0,Spin-coating | Spin-coating
9404,TiO2-c | TiO2-mp,40.0 | 200.0,Spin-coating | Spin-coating
9405,TiO2-c | TiO2-mp,40.0 | 200.0,Spin-coating | Spin-coating
9406,TiO2-c | TiO2-mp,40.0 | 200.0,Spin-coating | Spin-coating
9407,TiO2-c | TiO2-mp,40.0 | 200.0,Spin-coating | Spin-coating
9408,TiO2-c | TiO2-mp,40.0 | 200.0,Spin-coating | Spin-coating
9409,TiO2-c | TiO2-mp,40.0 | 200.0,Spin-coating | Spin-coating
9410,C60 | BCP,20.0 | 6.0,Evaporation | Evaporation
9411,C60 | BCP,20.0 | 6.0,Evaporation | Evaporation
9412,C60 | BCP,20.0 | 6.0,Evaporation | Evaporation
9413,C60 | BCP,20.0 | 6.0,Evaporation | Evaporation
9414,C60 | BCP,20.0 | 6.0,Evaporation | Evaporation
9415,PCBM-60 | BCP,60.0 | 10.0,Spin-coating | Evaporation
9416,PCBM-60 | BCP,60.0 | 10.0,Spin-coating | Evaporation
9417,PCBM-60 | BCP,60.0 | 10.0,Spin-coating | Evaporation
9418,TiO2-c | TiO2-mp,50.0 | 180.0,Spin-coating | Spin-coating
9419,TiO2-c | TiO2-mp,50.0 | 180.0,Spin-coating | Spin-coating
9420,TiO2-c | TiO2-mp,50.0 | 180.0,Spin-coating | Spin-coating
9421,TiO2-c | TiO2-mp,50.0 | 180.0,Spin-coating | Spin-coating
9422,TiO2-c | TiO2-mp,50.0 | 180.0,Spin-coating | Spin-coating
9423,SnO2-np,100,Slot-die coating
9424,SnO2-np,100,Slot-die coating
9425,SnO2-np,100,Slot-die coating
9426,SnO2-np,100,Slot-die coating
9427,SnO2-np,100,Slot-die coating
9428,TiO2-c | TiO2-mp,,Spin-coating
9429,TiO2-c | TiO2-mp,,Spin-coating
9430,TiO2-c | TiO2-mp,,Spin-coating
9431,GDY-Tz-CH2(CH2)16CH3; PCBM-60 | C60,,Spin-coating | Evaporation
9432,PCBM-60 | C60,,Spin-coating | Evaporation
9433,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9434,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9435,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9436,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9437,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9438,TiO2-c,,Spin-coating
9439,TiO2-c,,Spin-coating
9440,TiO2-c,,Spin-coating
9441,TiO2-c,,Spin-coating
9442,TiO2-c,,Spin-coating
9443,TiO2-c,,Spin-coating
9444,TiO2-c,,Spin-coating
9445,TiO2-c,,Spin-coating
9446,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9447,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9448,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9449,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9450,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9451,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9452,SnO2-np,,Spin-coating
9453,SnO2-np,,Spin-coating
9454,SnO2-np,,Spin-coating
9455,SnO2-np,,Spin-coating
9456,SnO2-np,,Spin-coating
9457,SnO2-np,,Spin-coating
9458,ZnO-np,,Spin-coating
9459,ZnO-np,,Spin-coating
9460,ZnO-np,,Spin-coating
9461,ZnO-np,,Spin-coating
9462,ZnO-np,,Spin-coating
9463,ZnO-np,,Spin-coating
9464,ZnO-np,,Spin-coating
9465,ZnO-np,,Spin-coating
9466,ZnO-np,,Spin-coating
9467,ZnO-np,,Spin-coating
9468,ZnO-np,,Spin-coating
9469,ZnO-np,,Spin-coating
9470,ZnO-np,,Spin-coating
9471,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9472,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9473,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9474,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9475,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9476,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9477,C60 | BCP,10.0 | 9.0,Evaporation | Evaporation
9478,C60 | BCP,10.0 | 9.0,Evaporation | Evaporation
9479,C60 | BCP,10.0 | 9.0,Evaporation | Evaporation
9480,C60 | BCP,10.0 | 9.0,Evaporation | Evaporation
9481,TiO2-c | TiO2-mp,40.0 | 200.0,Spray-pyrolys | Spin-coating
9482,TiO2-c | TiO2-mp,40.0 | 200.0,Spray-pyrolys | Spin-coating
9483,TiO2-c | TiO2-mp,40.0 | 200.0,Spray-pyrolys | Spin-coating
9484,TiO2-c | TiO2-mp,40.0 | 200.0,Spray-pyrolys | Spin-coating
9485,PCBM-60 | TiO2-c,,Spin-coating | Spin-coating
9486,PCBM-60 | TiO2-c,,Spin-coating | Spin-coating
9487,PCBM-60 | TiO2-c,,Spin-coating | Spin-coating
9488,PCBM-60 | TiO2-c,,Spin-coating | Spin-coating
9489,PCBM-60 | TiO2-c,,Spin-coating | Spin-coating
9490,none,0,Unknown
9491,PFN-2TNDI,3,Spin-coating
9492,PFN-2TNDI,5,Spin-coating
9493,PFN-2TNDI,8,Spin-coating
9494,PFN-2TNDI,12,Spin-coating
9495,TiO2-c,30,Spin-coating
9496,PFN-2TNDI,5,Spin-coating
9497,TiO2-c,30,Spin-coating
9498,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9499,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9500,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9501,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9502,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9503,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9504,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9505,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9506,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9507,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9508,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9509,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9510,SnO2-np,,Spin-coating
9511,SnO2-np,,Spin-coating
9512,SnO2-np | TPPO,,Spin-coating
9513,SnO2-np | TPPO,,Spin-coating
9514,TiO2-c | SnO2-np | PCBM-60,10.0 | nan | nan,ALD | Spin-coating | Spin-coating
9515,TiO2-c | SnO2-np | PCBM-60,,Spin-coating | Spin-coating | Spin-coating
9516,TiO2-c | TiO2-mp,,Spray-pyrolys | Spray-pyrolys
9517,TiO2-c | TiO2-mp,,Spray-pyrolys | Spray-pyrolys
9518,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9519,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9520,TiO2-c | TiO2-mp,,Spray-pyrolys | Spray-pyrolys
9521,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9522,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9523,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9524,TiO2-c,,Spin-coating >> CBD
9525,TiO2-c,,Spin-coating >> CBD
9526,TiO2-c,,Spin-coating >> CBD
9527,TiO2-c,,Spin-coating >> CBD
9528,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
9529,TiO2-c | TiO2-mp | Bacteriorhodopsin,,Spin-coating | Spin-coating | Spin-coating
9530,PCBM-60,20,Spin-coating
9531,PCBM-60,20,Spin-coating
9532,PCBM-60,20,Spin-coating
9533,PCBM-60,20,Spin-coating
9534,PCBM-60,20,Spin-coating
9535,PCBM-60,20,Spin-coating
9536,PCBM-60,20,Spin-coating
9537,ZnO-c,,Spin-coating
9538,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9539,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9540,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9541,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9542,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9543,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9544,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9545,C60 | BCP,30.0 | 8.0,Evaporation | Evaporation
9546,TiO2-c | TiO2-nw,,Spin-coating | Hydrothermal
9547,TiO2-c | TiO2-nw,,Spin-coating | Hydrothermal >> Spin-coating
9548,TiO2-c | TiO2-nw,,Spin-coating | Hydrothermal >> Spin-coating
9549,TiO2-c | TiO2-nw,,Spin-coating | Hydrothermal >> Spin-coating
9550,TiO2-c | TiO2-nw,,Spin-coating | Hydrothermal >> Spin-coating
9551,C60,50,Evaporation
9552,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9553,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9554,TiO2-c | TiO2-mp | Trimethylamine oxide,,Spray-pyrolys | Spin-coating | Spin-coating
9555,TiO2-c | TiO2-mp | Trimethylamine oxide,,Spray-pyrolys | Spin-coating | Spin-coating
9556,TiO2-c | TiO2-mp | Trimethylamine oxide,,Spray-pyrolys | Spin-coating | Spin-coating
9557,TiO2-c | TiO2-mp | Trimethylamine oxide,,Spray-pyrolys | Spin-coating | Spin-coating
9558,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9559,TiO2-c | TiO2-mp | Trimethylamine oxide,,Spray-pyrolys | Spin-coating | Spin-coating
9560,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9561,TiO2-c | TiO2-mp | Trimethylamine oxide,,Spray-pyrolys | Spin-coating | Spin-coating
9562,TiO2-c | TiO2-mp,,Spray-pyrolys | Spin-coating
9563,TiO2-c | TiO2-mp | Trimethylamine oxide,,Spray-pyrolys | Spin-coating | Spin-coating
9564,SnO2-np,,Spin-coating
9565,SnO2-np,,Spin-coating
9566,PCBM-60 | BCP,,Spin-coating | Spin-coating
9567,2-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
9568,3-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
9569,4-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
9570,PCBM-60 | BCP,,Spin-coating | Spin-coating
9571,PCBM-60 | BCP,,Spin-coating | Spin-coating
9572,PCBM-60 | BCP,,Spin-coating | Spin-coating
9573,2-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
9574,2-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
9575,2-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
9576,3-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
9577,3-acetylpyridine | PCBM-60 | BCP,,Dipp-coating | Spin-coating | Spin-coating
